product_id,quantity,wholesale_cost,sale_price,supplier_id
3IKOMHRMC5ZO,4445,419.63,615.18,HXTZQIRO
0H7SUV32XRLT,392,13.37,19.83,HMXHTYNN
4BI3QVNO79XJ,1535,111.27,173.8,HZOWCOWU
GNOPJZNMVEDP,1151,132.53,189.12,IQDFAHFW
RFJOGINGGI0E,440,45.05,52.08,GJTIPEDR
3OXQZ8HR1UP9,1472,119.26,199.76,XTRLJUWO
83W8V0Z04G2K,3734,408.79,526.52,NOLWHEOG
PGOX9T1SWAH4,4494,445.82,658.48,LXJSUYYL
50J44VVT2ZIV,5284,388.8,548.99,VVTOXNZH
PBMZ8J42Z7C2,3793,433.33,780.43,MMJOLQDJ
VRIFQYZILHNC,4044,433.33,541.66,HEZCBKOM
R3AQ9VLNDVK2,2164,114.44,161.82,VVTOXNZH
I4UMICYYW6LV,1475,103.5,158.77,EZHEWEYV
CPUKEXKO9X5S,2708,137.65,162.7,SWAGDTTZ
S0ZOHMJYEL0H,2191,105.8,118.81,FZGMWEVU
GIN8CWZ1SGV3,5645,378.3,596.2,GJTIPEDR
QIVNK30OTXR2,3328,387.48,674.6,EZHEWEYV
5EMQPOXOC8QN,3714,320.27,422.76,JFAIEGHL
D1Z7R7GVY3VB,4411,436.09,541.19,VRXUFGWV
D7TZ4CQ53RPY,1591,114.44,208.74,AIDKPTTB
0JWBEMPZD2WV,5563,465.54,699.24,KRISHNOD
HXWROTKRBA6B,4048,370.51,673.96,HMXHTYNN
RURE7QI6CXY7,1702,142.85,173.42,LAVNPRVJ
4F6BNFZAC9BL,5107,396.75,717.32,TDFIGLMG
HX5C52RJKX98,3131,404.76,587.71,SFDXZGIB
AE1M2DMI3H1M,5547,452.82,511.69,HXTZQIRO
BGM0ZTOULEXZ,1920,127.48,225.51,KRISHNOD
66HQA5O2BK6V,513,42.9,71.94,SFDXZGIB
974Q6MUWVGIL,6019,415.55,526.09,RSXLERYX
FRPFOEUQ61RE,3629,412.84,677.06,VVTOXNZH
KD638O09HBNZ,177,12.39,14.24,HEZQXZKD
FQZI99HH0MS1,438,50.04,62.75,HEZCBKOM
0FPY8BOOAH1A,2404,151.69,284.57,ENJXLXOS
G2ILTQ8HDTZC,2079,124.99,207.36,HMXHTYNN
TPQ0AAYFK3W4,4115,390.12,472.05,QPKTYNBA
NJ5LH0S0L33V,4365,396.75,740.73,LXJSUYYL
EQWXY4SCO5EY,4482,353.85,569.7,MMJOLQDJ
U3B8ZBI5667H,5714,429.2,552.38,QRXHXBWR
MU0FKO2QSXZO,5312,407.45,570.43,VEAMUMSU
54EVWKXV8JQD,5939,396.75,743.51,NOLWHEOG
OTVV0F9M1EXO,2550,115.23,151.18,JBHXSXVL
9BN1QUNQP2EJ,1037,44.51,55.59,HEZCBKOM
9T9VDLQH13LQ,5700,355.12,421.88,AIDKPTTB
ASG6STIB73DW,1907,132.53,230.47,NOLWHEOG
TN2ROKNVBFLT,3986,377.0,647.31,FIOEEZUX
5E06SB3ULI8G,5809,426.46,687.88,VEAMUMSU
JD2STCZ1WTMY,4340,414.2,637.87,HZOWCOWU
BMIOA2ICVXOR,5109,452.82,688.74,QRXHXBWR
2MXYTUEM7TA1,3326,448.62,497.97,BNHBRPJN
CZR4ZCGSL4PJ,376,11.76,14.22,SFDXZGIB
BF3C1DMEM3QK,5771,423.72,791.93,MHZCMLCZ
18X7K9KCUM5J,4838,461.28,556.3,UHKLZZRH
G2EA2VEWH2HK,3616,357.67,534.0,HMXHTYNN
4V5M7MAJ8T2S,4792,411.49,612.3,JICAIEGK
3QCXVO0TE9NG,2774,126.65,152.74,RSXLERYX
K4LJN1EUPUAM,1601,115.23,193.13,DCVLDSJO
UDTQED2Q5HPP,2371,141.98,207.15,GIKJGYMU
9321O9L3M9BD,6131,452.82,786.55,UGAGQMRP
WY9FFHTO70RC,3427,400.75,556.24,NOLWHEOG
NS1HYNB6VMHB,5655,420.99,509.82,VRXUFGWV
RWV1OVUBV1S2,2334,111.27,154.0,UHKLZZRH
SIZRZ0BSSM4B,4893,398.08,560.89,NOLWHEOG
XG9EBQCTGUAX,5511,414.2,608.87,HXTZQIRO
VJMSVE9NXJCN,2188,129.99,183.55,AIDKPTTB
RNQ664M5M15B,1895,131.68,244.92,NOLWHEOG
C7QSOOQRR8UH,4408,416.91,492.37,DUVFBUSM
D8FZUS0ID21V,6135,384.85,625.38,LAVNPRVJ
4G7G2QHTOWSB,2467,124.99,169.74,IZENTRLB
VDSQ488HO9LM,5236,447.22,728.07,YPVJCYBG
WF0BZUZLH0XF,4387,415.55,642.02,HMXHTYNN
XHXO2VG27APP,1572,119.26,184.38,FZGMWEVU
DWWSQ1RTDQIV,3366,426.46,611.12,CGTJWKRL
YC1VNNKX5EZ7,697,38.22,49.07,AIDKPTTB
EQMEBWZ2AQAL,4581,438.86,610.45,BNHBRPJN
9EBQOD51YPOX,4884,447.22,734.34,VRXUFGWV
XS94X49KKXTI,4307,387.48,471.18,ENJXLXOS
1S6QM0JY7Y14,2591,110.48,197.1,XTRLJUWO
R0KC54T2VYOR,3591,395.42,638.6,OGUIXVOU
AWSF0DU0CNGC,2736,123.34,231.26,NUYECSQQ
0HWAQCZ8MXBQ,222,10.84,17.5,VVTOXNZH
0WTEFVZKQV9Q,825,38.22,51.44,HMXHTYNN
5QXHPG4FKYSA,111,2.89,3.81,QPKTYNBA
HQD9WMM0L8DI,4829,399.41,455.33,DPQPFFUJ
25J87J9CHHBA,3864,415.55,710.17,QMRKWBLO
J6OU1X0MDT62,2605,132.53,215.36,RSXLERYX
XSY4OLD3EMZV,27,1.0,1.44,HMXHTYNN
8S0R4JBRVZ2N,895,41.31,62.58,MPIEMZUH
L4CD783SABCH,1011,46.14,86.6,FIOEEZUX
VB6KX6GMJFTO,567,45.05,73.25,PCURFMJI
8JRELNLPRJBB,519,45.59,51.15,VVTOXNZH
W65VGIFCSARK,3563,358.94,630.66,JICAIEGK
YOFWWXHNCWMG,3573,445.82,547.02,MMJOLQDJ
UTNRMI8O9CTD,661,37.21,59.28,TDFIGLMG
A6ED979G5T2A,4903,427.83,713.19,SWAGDTTZ
XB2KW1PFRK3O,4976,370.51,559.1,SUQVUMHJ
6BOUQPUT4W0A,4731,366.64,404.4,MPIEMZUH
BXE603BIYZ1L,5805,383.54,563.8,AIDKPTTB
VR2QNTMHMGDZ,4460,412.84,525.55,JBHXSXVL
Y46A0AEJMGGW,110,3.43,4.06,SWAGDTTZ
TG591N7OZPX1,4164,350.05,591.58,SJQRBKVK
X3J5B7GOMPK7,2039,115.23,191.97,IQDFAHFW
OXRBOF5PYR5K,2246,120.07,139.64,UHKLZZRH
8HAN29T0YW6G,1200,147.24,200.84,VRXUFGWV
PM0C8J939H63,5824,392.76,663.37,RHWMJMNM
DO8MPZ2PW86P,4762,408.79,645.07,JBHXSXVL
HZAV8ETUOP8I,5601,420.99,739.68,LXJSUYYL
9NIXJT8YE9J9,6053,484.16,774.17,XTRLJUWO
H3YCHOYULQ5G,3788,433.33,714.99,HMXHTYNN
ZQ6X62WXXJ9P,3720,411.49,668.26,QPKTYNBA
95COSC6T9YAB,86,3.62,5.15,RHKGMTGJ
NPYJIRKA4Y55,493,37.71,68.93,VVTOXNZH
4CUPKW9G8WEP,3219,410.14,675.5,QPKTYNBA
ULX9THKO8CCL,3751,416.91,728.34,GJTIPEDR
E981GW4KG2DV,982,26.41,50.13,VVTOXNZH
5KVYEGASE2NQ,3783,371.8,543.94,NUYECSQQ
2GBZNITH7RXP,1959,120.89,163.08,JICAIEGK
8UFQ3G1C9AQK,3752,357.67,634.15,IZENTRLB
MS9CP1IW93A2,1206,116.04,208.87,YPVJCYBG
G1RZEP6DEPO4,3749,362.78,511.52,YPVJCYBG
J42FXXUVMXWR,3039,383.54,613.66,HMXHTYNN
NDXCK4D2QFN4,3465,399.41,488.88,EZHEWEYV
XKQTWW90R0MK,809,36.21,48.85,YPVJCYBG
KL3H9NPH37EP,2324,115.23,174.11,YPVJCYBG
YXVY1D7CA62G,5684,430.58,514.97,QPKTYNBA
HLO4DEA5XEB4,1204,129.16,203.04,GIKJGYMU
197LQY14O38I,3389,392.76,483.88,HEZCBKOM
YTJWAQ7XLHE6,1157,106.58,119.05,DPQPFFUJ
LT0S10XI9Z1E,4223,400.75,705.32,HEZCBKOM
RA671U2OX90Z,2328,109.69,186.58,HMXHTYNN
3AA7VFY2RK9E,4677,412.84,538.34,VRXUFGWV
ZN6UUNI2MGHZ,5404,407.45,649.07,JBHXSXVL
B90C80C8Z6QQ,1988,140.24,239.81,YPVJCYBG
5HQWA3985WRZ,982,28.63,33.18,EZHEWEYV
1AELV9OIAUAA,715,35.22,40.54,DPQPFFUJ
0GI70KSUZWT9,3483,390.12,530.56,VVTOXNZH
0F3ZALMGUCBN,4833,440.25,833.83,VRXUFGWV
OQ1EARXEMWPG,1688,101.21,133.5,VVTOXNZH
STS76JJVG34H,3983,398.08,560.5,BQYGGCMA
MSD3F0IEWKA0,2245,123.34,147.76,LAVNPRVJ
ANK82TG1JFHM,2865,120.89,213.73,QMRKWBLO
V3C0IPHH4JBN,497,36.71,53.16,XTRLJUWO
7EGQ48MYKXDZ,295,15.4,20.99,FUFPJFER
Q6MMC1DZQQLY,1434,121.7,206.77,DUVFBUSM
CY3RXUGDVWNM,412,46.14,56.38,QRXHXBWR
Z4AIQLJZWK4X,601,35.71,44.46,PCURFMJI
6D54BSGXRPO3,3006,375.7,691.29,VVTOXNZH
GJDL7QG2NVJN,2774,113.64,128.98,BQYGGCMA
3N9OG2EMNSJ0,769,30.92,43.32,SFDXZGIB
91C4LGR1DV2Y,4808,466.96,562.22,HEZQXZKD
I4EOU7EL9HA9,3939,406.1,671.28,HMXHTYNN
8WQVVDJOBDY3,777,33.28,55.38,CGTJWKRL
OX3UAXBJDKRP,188,14.03,19.24,RSXLERYX
8LECU90HQKWK,2101,126.65,163.38,PCURFMJI
8LA28TZE647I,4214,377.0,605.84,SJQRBKVK
TK1ICBNE46LX,5391,454.23,506.92,UHKLZZRH
Y0Q72OS1QF0W,2956,103.5,155.04,ENJXLXOS
BS096I6X4UH4,4248,468.38,634.65,VVTOXNZH
P9X8PORAT4RN,4250,402.08,487.32,AIDKPTTB
29LE39BCKJ1T,1585,116.84,180.87,SUQVUMHJ
PK02PP4GC7XS,4820,371.8,596.0,RHWMJMNM
4HW2F8QYYFAF,3652,452.82,761.64,MMJOLQDJ
G6S8IVSKQUJW,3626,362.78,672.96,LAVNPRVJ
E3GWAITYF575,3699,418.27,588.92,MMJOLQDJ
IMH6WQPTUDWH,2512,126.65,198.33,NUYECSQQ
5LEUC31AA001,2403,119.26,147.29,FUFPJFER
EW38A910M1Y9,2780,133.37,174.71,NUYECSQQ
6MJ0BSEU2X0W,5323,382.22,556.13,BNHBRPJN
8F8LUYPKQC59,5136,394.09,536.36,HZOWCOWU
JAH7WBTQTDVG,2036,140.24,195.63,DPQPFFUJ
7JQYW5JS94YO,3874,388.8,561.82,GIKJGYMU
ET8GR5B9RAR1,3045,377.0,536.85,SUQVUMHJ
YSEJZC9FDOCL,1222,112.05,187.12,MPIEMZUH
H8PUYDZYIC1R,4201,384.85,721.21,HEZCBKOM
PMYDKQFLMMEZ,252,14.37,17.79,RHWMJMNM
7MC6QDWNR4KF,1311,136.79,212.3,RHWMJMNM
MTGX8BX7ZLEZ,5614,414.2,601.0,UGAGQMRP
2WNY8X1146P6,2762,111.27,161.68,DUVFBUSM
XWL3EP5ZR0X0,5964,375.7,478.64,SFDXZGIB
G4M75M92A4SO,5833,461.28,678.08,LXJSUYYL
MJNZ0WKPQGRS,1376,105.03,139.58,LAVNPRVJ
0JKTLJ6ICTT9,3338,396.75,445.95,UGAGQMRP
7Y8FDL8X947P,1279,116.04,148.18,QRXHXBWR
LQKWDXXTZR81,721,39.75,48.81,HEZQXZKD
FRNI22KR7MIL,5729,423.72,615.24,RHKGMTGJ
XS7ON8DS6Q31,2068,119.26,202.98,BQYGGCMA
FGM77KS1FEIX,6030,407.45,500.76,RHKGMTGJ
T9LU6EEMXCCW,3404,394.09,433.5,UHKLZZRH
8PEFVQBG4LDS,2074,125.82,191.37,JFAIEGHL
N30NJGYBVCWR,839,37.21,49.82,RHWMJMNM
D94Q30GHUHTS,5071,402.08,719.32,UGAGQMRP
2VJS3TJB18IA,3346,412.84,557.75,HEZCBKOM
5PTTGZKHEZ3C,3036,437.48,657.97,UGAGQMRP
VUTERT1SZP51,5100,375.7,580.83,GIKJGYMU
0OMPIIFYW95V,4992,416.91,700.83,IZENTRLB
87WTV8O56KZ5,74,5.29,8.81,BNHBRPJN
4869XFFRTPUK,2281,140.24,244.72,MHZCMLCZ
3ZQIM320S5HQ,2125,118.45,171.52,QMRKWBLO
HYF5HL5YDFI5,4904,370.51,427.94,YPVJCYBG
7R40VQSGGGE9,1432,124.99,231.36,HEZQXZKD
5ZFCXQ15MEXO,3648,367.93,670.0,HMXHTYNN
SWXRL3EV4LXN,2336,136.79,167.7,FUFPJFER
L7SBRRI6RACC,1611,113.64,184.89,NOLWHEOG
KUEQ3UY6KB37,2626,99.7,181.75,RHWMJMNM
S82MZ71ZM4AN,2704,117.64,130.23,DUVFBUSM
KE1P5DR1MS7U,5974,383.54,459.86,VVTOXNZH
QCJBNF2C31TN,1711,116.04,192.97,JICAIEGK
Q0KZ4U78QZWF,2699,114.44,139.85,DCVLDSJO
53NHB03RUICR,4205,361.5,558.88,SWAGDTTZ
U7MDB7ZQXDH4,3708,370.51,606.52,AIDKPTTB
VMV76I1NALP3,1841,135.08,203.97,FZGMWEVU
8ZNQPPF8DXTA,3301,348.79,442.61,UGAGQMRP
IPEYEM42KCPD,5971,436.09,481.88,BQYGGCMA
Y2IW4WOE6ABY,4818,361.5,549.84,BQYGGCMA
SDXVTZBBIUW6,1359,135.08,183.44,HEZQXZKD
AG1S6IOHHYL3,317,12.72,20.89,DPQPFFUJ
BRKEEMB14HNV,4681,388.8,668.74,HXTZQIRO
RQ69SKLUIGIN,5493,410.14,755.07,RSXLERYX
Z1JJ7GAJU33E,3387,377.0,475.77,VRXUFGWV
JQFJR1FEMPAU,4462,406.1,571.38,RHKGMTGJ
I99XBZ1FSAA7,565,46.14,55.05,BNHBRPJN
4RY894HIRBT4,4538,431.95,668.23,EZHEWEYV
KVD1YBGWO949,1067,33.28,47.72,UHKLZZRH
4S6C7UEUO1M6,5087,452.82,787.0,VEAMUMSU
15TOHZNUQJ6U,5409,399.41,571.16,OLSPXPHG
RMMV6H4NLW3M,4312,377.0,462.58,TDFIGLMG
27ICGIPX5QR9,729,37.21,49.9,NUYECSQQ
5EP9GLSWR8NC,3910,447.22,840.33,QMRKWBLO
QYYU5Q0LSZNG,2387,97.45,127.46,OGUIXVOU
7GIGIMSE451V,1380,102.74,183.8,VEAMUMSU
Y1IO10BI39PZ,4948,451.42,795.85,LAVNPRVJ
M69W9XD50K70,688,38.73,55.81,HZOWCOWU
NG6OHNTV32HO,2377,140.24,245.14,FUFPJFER
N2L8C90C4H7K,1188,133.37,231.4,SUQVUMHJ
U88V1JPEMAQU,4364,408.79,451.71,OGUIXVOU
DJ75JK6J2CUU,2400,121.7,200.32,SJQRBKVK
PP8JF5XURDKE,3841,382.22,541.61,BNHBRPJN
VN3IBZANNDPS,3909,469.81,524.31,KUAOQMJO
MROTOAVWJIZ4,1446,108.13,128.67,QMRKWBLO
VVMCDMOPUTRP,2649,113.64,186.48,XTRLJUWO
K0MEO2C4F1WV,627,40.79,75.01,SFDXZGIB
8LY8Z7AHVZ25,2788,120.07,218.41,MPIEMZUH
X2MDM3ZXYLNB,789,25.98,42.56,FZGMWEVU
APR19UOR5GKA,1078,43.43,72.7,MPIEMZUH
SGUVFX5QAH88,1433,135.93,210.28,BNHBRPJN
0GASMQTKOQ0Z,808,39.75,75.41,SUQVUMHJ
71J4RJ3ODJ6S,2581,134.22,206.97,NOLWHEOG
FOAS1PS0MSC3,3176,438.86,676.28,UGAGQMRP
ZO8ZRESCVTF0,3791,407.45,756.63,AIDKPTTB
4CPVQ13GS35L,3932,420.99,562.44,YJLIZBRT
8A9MHO9QBXH2,1836,115.23,185.17,QPKTYNBA
GDUL3WW92MOQ,59,3.06,4.53,FUFPJFER
G1G3MQKAAPA4,2776,138.51,209.43,VEAMUMSU
8E41WMJ303LI,711,29.54,50.48,VVTOXNZH
1YLXLNABA2ZB,4708,400.75,664.04,OLSPXPHG
JWXSASTT3EYT,1661,93.02,152.27,IQDFAHFW
5552MPEIUA9B,2441,124.99,156.99,LXJSUYYL
7T311L94T1DY,5644,361.5,626.84,HEZCBKOM
JEGFUQNOST5Q,321,16.11,30.01,FZGMWEVU
KPMOW4HV0B1D,76,3.43,5.75,HMXHTYNN
JU1LQEKB39QI,2244,120.89,198.74,JICAIEGK
RZJHI2ON6UMV,3056,398.08,658.42,DPQPFFUJ
XL3N2UXSIDZD,4688,371.8,429.43,YPVJCYBG
VK7UT2CMTT5I,4356,445.82,545.68,EZHEWEYV
BOUS9LM7X651,347,11.45,20.48,JFAIEGHL
PTWETQVUEWJX,3635,415.55,494.92,UHKLZZRH
GMSMLCCL47RT,3274,398.08,517.5,SWAGDTTZ
33CQ96DKW6NN,1080,39.75,52.27,HMXHTYNN
S2FM32HZYZD5,5997,370.51,453.87,RHWMJMNM
994LA1RDCWAH,96,3.81,5.38,JICAIEGK
PTNA55J6SZMN,4723,454.23,743.12,GIKJGYMU
NHI6KBCE4YO6,4558,411.49,611.06,UGAGQMRP
2Q3K05WXDQNY,1020,43.97,60.72,KRISHNOD
M45D0DNAKE3I,4120,419.63,700.78,HZOWCOWU
NET6CC0LK4V6,3417,382.22,478.54,HEZQXZKD
ZN43JFDJED2H,1190,123.34,137.4,VEAMUMSU
LV06WRUEFNJN,1946,135.08,156.02,RHWMJMNM
JBDIM6J70932,4317,371.8,488.92,JBHXSXVL
NBL7HKNU5YTR,1165,134.22,203.48,VEAMUMSU
139UPB42IF8I,5869,392.76,665.34,TDFIGLMG
TSWIPOYGFI40,5089,406.1,671.69,KUAOQMJO
DFL0ZZR41IZZ,144,2.89,4.17,HEZCBKOM
XBPLGW4XOQEK,897,40.27,62.3,PCURFMJI
YIFHXRI39A0Q,1801,109.69,135.58,GJTIPEDR
ML5VWZWYNH5D,758,43.43,57.54,IQDFAHFW
IUL829WZOJID,4731,373.1,652.18,NUYECSQQ
1AD52NER0EDY,4056,386.16,437.91,NOLWHEOG
GKJLAA7FNXQF,1445,134.22,166.84,JFAIEGHL
19UK15H86W97,339,15.75,21.15,IZENTRLB
OFYJ8K6TQDKU,437,35.22,40.15,LAVNPRVJ
GP64LEFVQYHX,3780,437.48,556.91,YPVJCYBG
I60RAJVV0HCU,2806,115.23,171.0,DCVLDSJO
4MCRAFJWGUDN,2085,112.05,140.29,HZOWCOWU
USW065UNQWN9,3587,390.12,571.14,RSXLERYX
3T9C4FR90O4E,352,11.45,15.21,NOLWHEOG
DU2HGO3ZKBRN,5065,414.2,649.47,RHWMJMNM
H5DQZT6KDHJW,521,31.86,36.0,CGTJWKRL
33Z3XI44GK24,2472,116.04,158.39,LXJSUYYL
FLVYO6X7Q435,3716,399.41,745.7,HXTZQIRO
XYWQITL8JIE1,1315,124.17,166.02,JBHXSXVL
KIRWWTT3VC9Q,3462,420.99,622.22,EFSXKIVQ
RVAQ3NN4EDM5,4656,387.48,545.57,MHZCMLCZ
AKX82S8ZB31Z,2587,127.48,208.94,QMRKWBLO
JPC789PV49ZU,3502,408.79,457.84,PCURFMJI
TXXZM4HZYOBD,480,48.35,73.4,HXTZQIRO
7XF7NA6WS61Q,4610,402.08,715.7,OGUIXVOU
T7FNDM5Z61CW,5292,418.27,703.53,UHKLZZRH
WY0V46ANZRTX,1090,39.75,43.88,UHKLZZRH
COR1AKNC1HTX,67,3.62,6.04,JBHXSXVL
5L6CZZ79DBVU,3269,400.75,623.17,MPIEMZUH
HQIQ9UJJG4L7,2052,113.64,127.28,VEAMUMSU
7MLY4F2618ST,5110,471.23,884.5,SWAGDTTZ
5YU3HV7CTPER,5261,361.5,584.18,EZHEWEYV
WF2SHZ6CG8Q5,5640,408.79,539.6,MHZCMLCZ
1P5LE19BWPVB,2505,118.45,160.5,GIKJGYMU
8KZVLF3HF6EL,2059,134.22,242.0,PCURFMJI
GCZZA9O87C7G,1160,99.7,127.12,FZGMWEVU
LTABCHLG147G,192,13.7,26.0,MHZCMLCZ
I4SNSN5F0J64,2810,115.23,166.85,HEZQXZKD
4VNJDLJNKZLJ,5715,422.35,802.46,IQDFAHFW
OKZVCLM5BYOB,1105,122.52,207.18,MHZCMLCZ
X7H3UXTI4ZJF,4036,475.53,802.22,UHKLZZRH
YAMAN1B4JRNJ,2994,406.1,555.14,RHWMJMNM
9P3WW6EHHMM3,3988,394.09,483.94,LAVNPRVJ
09PTBJY7X8HP,558,51.76,59.11,NUYECSQQ
Q2G8AGM86Z2V,1605,125.82,152.24,BQYGGCMA
MOEL5AZLPU7M,2812,145.48,265.21,IZENTRLB
OFF5W21WOA6F,1188,116.04,171.39,NOLWHEOG
QLTVE0HF92OI,1218,124.17,144.66,MPIEMZUH
SWFLSH4OOI82,4689,420.99,535.5,MHZCMLCZ
1M1NW1EAM07Z,2183,140.24,257.48,NUYECSQQ
KJDUFW653JO2,3672,403.42,559.95,HMXHTYNN
YUK0A864YKON,4399,387.48,668.4,FZGMWEVU
J54HBVN4WDKB,1077,39.75,72.98,OGUIXVOU
VFR06L6S1VJS,2577,113.64,192.85,IQDFAHFW
9D2O0NV58MB8,3541,404.76,680.0,MMJOLQDJ
OKTFN70GRN6Y,506,35.71,43.53,UHKLZZRH
W4D58PE7UGDM,971,44.51,73.62,JBHXSXVL
82H9CQLEIOYS,2219,106.58,148.79,LXJSUYYL
B6HNIPPAHVJD,3314,436.09,694.26,NOLWHEOG
EYV7FQ19B9IQ,3363,388.8,626.75,GIKJGYMU
SZEJRPV9HVDK,831,40.79,57.39,RHKGMTGJ
FLJESQAYIJY8,1878,109.69,197.33,PCURFMJI
JIR1CH0TVEWL,5824,418.27,648.74,SFDXZGIB
DVEFODNSKWDU,4485,394.09,440.2,YPVJCYBG
OJLOGJ0IERE7,2471,130.84,203.19,VVTOXNZH
F2CNB3SLJHWF,4839,388.8,524.49,IQDFAHFW
5BA8EERQ6301,5988,367.93,591.63,UHKLZZRH
EQ218A8UXM8Q,4911,441.64,650.09,IZENTRLB
UD3WHZKIYTB6,3419,420.99,794.83,ENJXLXOS
PI3U9V5EFVV8,5998,399.41,480.89,OGUIXVOU
B9OV3BASYTTQ,215,14.71,17.08,JICAIEGK
EEASKHALX3PZ,1825,119.26,133.93,TDFIGLMG
F35B5VGG3BLE,1015,43.97,75.94,FIOEEZUX
46ZL56O6SJFE,4502,423.72,754.22,HEZQXZKD
AZIPQ7NIBORA,1807,124.17,139.82,BNHBRPJN
NTOBEW9WKG21,3254,375.7,417.4,GJTIPEDR
FMR6848LH1XR,4933,390.12,457.22,JBHXSXVL
FT7EVXDSO3KA,532,39.75,71.59,JICAIEGK
98E5ILQKVDLJ,5035,396.75,510.22,BNHBRPJN
01UAMAZEIBHJ,1629,149.02,225.02,QMRKWBLO
XI3YO7X7WYKZ,5796,374.4,664.93,RHWMJMNM
DTL5AP0FQH0E,6052,365.35,588.21,SJQRBKVK
FVGV9AVNWMEN,627,31.39,40.34,ENJXLXOS
80YG1K6CTF38,1556,135.08,173.58,GIKJGYMU
Z5M04PO1XPWE,675,59.45,91.26,LAVNPRVJ
STESQY0SG2VW,2701,112.85,174.58,XTRLJUWO
E3SXT4K6TIRL,2583,125.82,138.78,QRXHXBWR
SRUR4JMIOCEE,995,32.8,37.2,DUVFBUSM
CZAZWLAWPBC3,5362,427.83,623.35,MMJOLQDJ
ZT4N3ZM9YKFH,2799,120.89,141.56,CGTJWKRL
17FEYDMT9NC5,1156,151.69,222.68,DCVLDSJO
JTWCUJFVLTID,2173,160.76,203.2,HEZCBKOM
T3Z0GHEX7TWG,5969,387.48,540.15,UGAGQMRP
DW07KN088IQ2,168,19.06,29.58,LAVNPRVJ
06Z635D3KPSG,1562,108.13,173.98,AIDKPTTB
A17TJOYALDEO,2336,124.99,191.11,OGUIXVOU
UGODVF5PR8KJ,2602,123.34,143.32,GJTIPEDR
X9S1KJ09RPI5,1280,133.37,182.58,HEZCBKOM
IHV0T998M0XR,5609,438.86,777.66,SUQVUMHJ
UHVL6IWKVF7K,2467,125.82,192.5,DUVFBUSM
E9ZUX4RWTT57,1830,115.23,171.92,SJQRBKVK
7A1JBI4A4LPI,3635,426.46,594.91,QPKTYNBA
8G7HV85WV15W,4402,377.0,431.66,SWAGDTTZ
PBW23MWENF5Y,3475,333.79,496.68,PCURFMJI
XNPH4GRG7Y7S,3571,427.83,751.7,HXTZQIRO
1EI975DC8MHC,1400,117.64,136.58,QMRKWBLO
X3Q2O762HPGW,5564,355.12,543.69,DPQPFFUJ
T73KAA86FV5V,740,36.71,63.43,DCVLDSJO
Q2QAJ0YFHF2K,604,27.73,37.82,EZHEWEYV
L5NA5LJW1R3W,947,35.22,39.31,ENJXLXOS
7E7P2H6KZ0ZP,866,36.21,42.73,SJQRBKVK
HUC6EF8IVI47,1803,118.45,131.6,FIOEEZUX
2U60I6KS89S2,2565,141.11,200.94,BNHBRPJN
ET81SD470IFC,1393,135.93,172.09,SFDXZGIB
YJRS8T4J5LCT,4487,437.48,580.97,SJQRBKVK
QVTUSZVU39SR,6063,411.49,692.54,LXJSUYYL
V39R0HUHQYSN,2360,131.68,170.66,JICAIEGK
0EBE5GP4RJPY,3263,425.09,468.87,JFAIEGHL
WMWT5KO4EC9I,274,9.09,10.78,QPKTYNBA
M5QZPOY1AR14,4387,430.58,805.18,HZOWCOWU
KKRWJDS0MRJU,1290,109.69,185.38,QRXHXBWR
XF3KA1TS2W3S,5778,419.63,728.06,OLSPXPHG
U90TR3V7XNJJ,4983,398.08,696.24,NUYECSQQ
T5LONVCAGUNY,811,33.76,56.51,PCURFMJI
U5G0YOE8S1HM,2285,107.35,140.95,BQYGGCMA
44P54Y32TIXA,4231,400.75,619.56,HEZQXZKD
01YGCI8FK3CY,5447,373.1,695.09,JFAIEGHL
RQKCZ91C9CAQ,5422,391.44,515.92,KRISHNOD
UAXVDINQG7PL,657,25.12,46.67,DPQPFFUJ
5CHU1POZIGO2,215,9.37,14.31,YJLIZBRT
NRUYBCXVATEW,2322,125.82,139.41,YPVJCYBG
ZJSDOX5JX701,1924,135.08,167.09,KUAOQMJO
6VYGIPWTVOQJ,2619,142.85,163.42,EFSXKIVQ
PI8M0W526U7U,5459,390.12,469.31,GIKJGYMU
Q7HPSS3ALIQQ,992,38.73,55.58,VEAMUMSU
I4RFGUCRKII7,2329,131.68,212.27,FZGMWEVU
L354Q8H3Q1AW,3236,422.35,795.71,SWAGDTTZ
T0BSO5F7ZB5I,4073,414.2,767.1,KUAOQMJO
DJNQOP2238D7,4598,419.63,639.52,SWAGDTTZ
7QOKSGBAIYRY,5060,395.42,618.04,FUFPJFER
LH4HWQY2S7G3,3280,414.2,734.79,SUQVUMHJ
VNPH8O84UI2B,1347,128.32,154.75,SJQRBKVK
R6N9RMTU8DIT,117,4.85,7.2,EFSXKIVQ
7J4IDZQ3WBZK,5096,410.14,760.4,AIDKPTTB
3OHCVWBX9J2I,2309,124.17,208.23,SJQRBKVK
9Z93830OOONU,3796,461.28,670.24,RHWMJMNM
MOJ59JBXSVDZ,5248,431.95,681.62,QPKTYNBA
NZ771YSQP3PJ,2886,137.65,208.54,QMRKWBLO
T15JJVL6Z6Z5,1216,126.65,181.36,BNHBRPJN
32E3RHDMMY87,2312,138.51,238.1,VRXUFGWV
DVDYUUIBEEY3,4904,370.51,517.6,PCURFMJI
